"sample.id","Province/State","Country/Region","Lat","Long","nb.cases.per.day","power.law.exponent","growth.rate.incidence.package","doubling.time","earlyR0.nishiura","earlyR0.wang","earlyR0.du","growth.rate.R0.package","R0.EG.nishiura","R0.EG.wang","R0.EG.du","R0.ML.nishiura","R0.ML.wang","R0.ML.du","total.nb.cases","first.date","end.date","observational.period"
"global_34","","Cambodia","11.55","104.9167","4.27777777777778","-0.576678084785231","-0.100278908965931","Inf","0.920920920920921","1.09109109109109","0.980980980980981","-0.205793094546469","0.295707425721908","0.0794741778939763","0.185221676549818","0.86966501852066","0.99148486692119","0.906121567553677","77","2020-03-20","2020-04-06","18"
"global_35","","Cameroon","3.848","11.5021","41.2","0.679179893488071","0.113949199229896","6.08294911455676","1.48148148148148","2.19219219219219","1.84184184184184","0.162144712308037","2.21981310089553","2.82227288370078","2.35709335237026","2.19482947865726","2.94117459059222","2.30411307064793","618","2020-03-23","2020-04-06","15"
"global_36","Alberta","Canada","53.9333","-116.5765","55.0909090909091","0.62942655863819","0.0758622749812356","9.13691529460979","1.27127127127127","1.6016016016016","1.42142142142142","0.0652578108759286","1.39986153284969","1.60596196351238","1.46025250933444","1.49199967945308","1.83171613594756","1.58138928935516","1212","2020-03-16","2020-04-06","22"
"global_37","British Columbia","Canada","49.2827","-123.1207","48.8","0.520984711035596","0.0404380697829407","17.1409561406009","0","0","0","0.0186677752832183","1.10348861089813","1.15649797857935","1.12055012379995","1.18565971748391","1.40629939790226","1.25597327815095","1220","2020-03-13","2020-04-06","25"
"global_38","Grand Princess","Canada","37.6489","-122.6655","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"global_39","Manitoba","Canada","53.7609","-98.8139","16.4","0.118019040939617","0.0502835909556509","13.7847589519071","1.3013013013013","1.94194194194194","1.62162162162162","-0.0799302602236858","0.641933839850395","0.476118926815455","0.577947262175966","1.41164430173403","2.01997754968957","1.58458150562324","164","2020-03-28","2020-04-06","10"
"global_40","New Brunswick","Canada","46.5653","-66.4619","5.8","-0.00453278393367075","0.0105942392984322","65.4268004558402","1.52152152152152","2.16216216216216","1.81181181181181","-0.0867645912290413","0.617013850874763","0.441913571012398","0.548567017032081","1.4717301698661","2.11611960630588","1.67781312501794","58","2020-03-28","2020-04-06","10"
"global_41","Newfoundland and Labrador","Canada","53.1355","-57.6604","15.9166666666667","-0.490381637119538","-0.0759097031592703","Inf","1.05105105105105","1.37137137137137","1.18118118118118","-0.122157175158961","0.5003925269293","0.289886724595251","0.412149942157957","1.06008980147553","1.41626698713469","1.17570546955037","191","2020-03-26","2020-04-06","12"
"global_42","Nova Scotia","Canada","44.682","-63.7443","18","0.382643819389663","0.0825262324521038","8.39911334813728","1.48148148148148","2.02202202202202","1.73173173173173","0.07768784069585","1.48884758063446","1.74038986288305","1.5605772998648","1.78112208985274","2.37335179261923","1.9387716271529","252","2020-03-24","2020-04-06","14"
"global_43","Ontario","Canada","51.2538","-85.3232","172.48","1.29094804370503","0.166557924366386","4.16159833401377","0","0","0","0.125039966141054","1.8700896423546","2.3101586257106","1.98188347245481","1.70654239278878","2.20275783487825","1.82810138624845","4312","2020-03-13","2020-04-06","25"
"global_44","Prince Edward Island","Canada","46.5107","-63.4168","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"global_45","Quebec","Canada","52.9399","-73.5491","388.909090909091","1.59842693616151","0.210758117086041","3.28882792341976","0","0","0","0.129905291860905","1.91327889272749","2.37397243768026","2.02877772324132","1.75697598197879","2.29333199578687","1.90407856230808","8556","2020-03-16","2020-04-06","22"
"global_46","Saskatchewan","Canada","52.9399","-106.4509","13.9375","0.0442494402517856","0.0111810285791271","61.9931498837166","1.19119119119119","1.54154154154154","1.34134134134134","-0.0227354869732666","0.88474101019956","0.827186061764847","0.864737251421853","1.18130927419036","1.52032619678745","1.28962800064479","223","2020-03-22","2020-04-06","16"
"global_47","","Central African Republic","6.6111","20.9394","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"global_48","","Chad","15.4542","18.7322","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"global_49","","Chile","-35.6751","-71.543","198.833333333333","1.09219060246665","0.121778848565435","5.69185198189406","0","0","0","0.0921677599348799","1.59815041672935","1.90485123383016","1.68275811337576","1.52564547946724","1.92988187826157","1.64112167989672","4772","2020-03-14","2020-04-06","24"
"global_50","Anhui","China","31.8257","117.2264","31.6666666666667","-0.62222858620193","-0.107912357272249","Inf","0.990990990990991","1.04104104104104","1.001001001001","-0.0586124194417754","0.72504762867985","0.593267970363425","0.676161519750436","0.987004698298852","1.05174772781201","1.0065096657174","950","2020-01-26","2020-02-24","30"
"global_51","Beijing","China","40.1824","116.4142","11.9333333333333","-0.641112415990656","-0.0852807053930027","Inf","0.970970970970971","1.01101101101101","0.980980980980981","-0.0703980065327962","0.67807116450822","0.526529286351245","0.6206219365378","0.947015777504273","1.0035508387179","0.963855309468293","358","2020-01-26","2020-02-24","30"
"global_52","Chongqing","China","30.0572","107.874","18.2666666666667","-0.787774105110359","-0.0961309379691929","Inf","1.001001001001","1.04104104104104","1.01101101101101","-0.0677556953538094","0.688379255709278","0.541065366584826","0.632804929642289","0.976627409511764","1.03497098043712","0.993607259443455","548","2020-01-25","2020-02-23","30"
"global_53","Fujian","China","26.0789","117.9874","8.63333333333333","-0.81919619797653","-0.109238158716648","Inf","0.990990990990991","1.02102102102102","1.001001001001","-0.104251238309691","0.556866006137718","0.361622938180218","0.47792248792528","0.913803404210555","0.951727816305464","0.924774856302725","259","2020-01-27","2020-02-25","30"
"global_54","Gansu","China","37.8099","101.0583","1.7","-0.542832125426375","-0.110494923860702","Inf","0.860860860860861","0.870870870870871","0.860860860860861","-0.194542151603605","0.318222950666952","0.0973207715932297","0.208667340603501","0.784315839710285","0.7933549347645","0.785378062518373","51","2020-02-02","2020-03-02","30"
"global_55","Guangdong","China","23.3417","113.4244","43.5666666666667","-0.647572906096949","-0.102727514184268","Inf","1.01101101101101","1.07107107107107","1.03103103103103","-0.0523945658474284","0.750887740440804","0.630468062644884","0.706719826790048","1.00480620492564","1.07615685548869","1.02734250220765","1307","2020-01-24","2020-02-22","30"
"global_56","Guangxi","China","23.8298","108.7881","6.86666666666667","-0.642330602085996","-0.088547530226275","Inf","1.02102102102102","1.07107107107107","1.04104104104104","-0.0758920999034558","0.657043987973922","0.497087929857292","0.59578280079056","1.0020159387152","1.05545383548937","1.01730677938011","206","2020-01-28","2020-02-26","30"
"global_57","Guizhou","China","26.8154","106.8748","3.33333333333333","-0.59994184412313","-0.139244176441479","Inf","0.940940940940941","0.950950950950951","0.940940940940941","-0.175743552400932","0.359069279153246","0.133678317766607","0.252481778528672","0.879995443063602","0.890222002991747","0.880987012981272","100","2020-02-04","2020-03-04","30"
"global_58","Hainan","China","19.1959","109.7453","4.06666666666667","-0.247938278963941","-0.057335076608027","Inf","1.09109109109109","1.25125125125125","1.14114114114114","-0.115189339455209","0.521774349295793","0.31656751463517","0.436969973164926","0.951367154201972","0.980403138408384","0.958459158283643","122","2020-01-31","2020-02-29","30"
"global_59","Hebei","China","39.549","116.1306","9","-0.807662724016208","-0.100458861383244","Inf","1.02102102102102","1.06106106106106","1.03103103103103","-0.0742111604864255","0.663419530114533","0.505983679767739","0.603312054037341","0.964951914017947","1.01138607359678","0.976458959346016","270","2020-01-30","2020-02-28","30"
"global_60","Heilongjiang","China","47.862","127.7615","14.5333333333333","-0.538510366854295","-0.096284189581813","Inf","1.01101101101101","1.04104104104104","1.02102102102102","-0.0913402611533477","0.600780073866207","0.419906829305568","0.52945708143509","0.967307232821455","1.0103025396513","0.979256319394792","436","2020-01-31","2020-02-29","30"
"global_61","Henan","China","33.882","113.614","41.3","-0.854069197756269","-0.120239720588329","Inf","1.001001001001","1.04104104104104","1.01101101101101","-0.0687167682569292","0.684615147402124","0.535749836604701","0.628355797036471","0.970786730197743","1.02884905949168","0.988439080618331","1239","2020-01-26","2020-02-24","30"
"global_62","Hong Kong","China","22.3","114.2","2.66666666666667","0.173861061213777","0.0153853096482577","45.0525336445498","1.2012012012012","1.36136136136136","1.27127127127127","0.0191253695958664","1.10613000515161","1.16050148907194","1.12361463109431","1.27174023066028","1.41425593727198","1.30704725033056","80","2020-02-12","2020-03-12","30"
"global_63","Hubei","China","30.9756","112.2707","2081.4","0.771825055255137","0.0535755114836437","12.9377613272355","0","0","0","0.0467217985070422","1.27512839014898","1.41694054628022","1.31832059855877","1.14912777087916","1.40988714906614","1.24172319402936","62442","2020-01-22","2020-02-20","30"
"global_64","Hunan","China","27.6104","111.7088","32.4333333333333","-1.07089945715421","-0.147217647557063","Inf","1.01101101101101","1.04104104104104","1.02102102102102","-0.0794324066261726","0.643781105149999","0.478673578584597","0.580126970922085","0.981520202786899","1.03013247155639","0.994920255037132","973","2020-01-26","2020-02-24","30"
"global_65","Inner Mongolia","China","44.0935","113.9448","0.966666666666667","-0.24172076770047","-0.0471843443480731","Inf","0.930930930930931","0.940940940940941","0.930930930930931","-0.161009868432707","0.394086948114788","0.168455533960347","0.291086078254814","0.862064452029481","0.874378312244357","0.863418553882545","29","2020-02-07","2020-03-07","30"
"global_66","Jiangsu","China","32.9711","119.455","19.4666666666667","-0.46026294934717","-0.0826883665668872","Inf","1.01101101101101","1.05105105105105","1.02102102102102","-0.0824927586508005","0.632494767772641","0.463105398390782","0.566813125753299","0.962336547038416","1.01238906168219","0.976825043983797","584","2020-01-28","2020-02-26","30"
"global_67","Jiangxi","China","27.614","115.7221","29.9333333333333","-0.667469320736094","-0.11713101977746","Inf","1.001001001001","1.04104104104104","1.01101101101101","-0.0786328690023604","0.646756921562459","0.482794230348516","0.583638789121125","0.961770144762831","1.01069433972894","0.975617203748468","898","2020-01-27","2020-02-25","30"
"global_68","Jilin","China","43.6661","126.1923","1.7","-0.835467674035296","-0.107947414992821","Inf","0.860860860860861","0.870870870870871","0.860860860860861","-0.206703668551473","0.29394568536288","0.0781486345982701","0.183411791459907","0.765118841602206","0.779909277736152","0.769205627104165","51","2020-02-05","2020-03-05","30"
"global_69","Liaoning","China","41.2956","122.6085","2.46666666666667","-0.762724273522989","-0.086113021199978","Inf","0.870870870870871","0.880880880880881","0.870870870870871","-0.177071414230581","0.356046127076938","0.130824222347668","0.249190039979906","0.794523348411658","0.805723127124177","0.796153117479373","74","2020-02-01","2020-03-01","30"
"global_70","Macau","China","22.1667","113.55","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"global_71","Ningxia","China","37.2692","106.1655","0.866666666666667","-0.626468202955239","-0.0782519136084589","Inf","1.11111111111111","1.17117117117117","1.14114114114114","-0.189430188129065","0.328921574619771","0.106367256135359","0.219996281969439","0.85163668580697","0.884229151724885","0.864411631105832","26","2020-02-11","2020-03-11","30"
"global_72","Qinghai","China","35.7452","95.9956","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"global_73","Shaanxi","China","35.1917","108.8701","6.63333333333333","-0.615564959446409","-0.0972114810047608","Inf","0.980980980980981","1.01101101101101","0.990990990990991","-0.11181594547939","0.532395430317037","0.33004628517056","0.449338859908823","0.952645842002309","0.987958618328225","0.96283929310649","199","2020-01-29","2020-02-27","30"
"global_74","Shandong","China","36.3427","118.1498","23.6666666666667","-0.855347334763905","-0.10516120447155","Inf","0","1.21121121121121","0","-0.0116043406515293","0.93973829490437","0.909375890981067","0.929397787135464","1.14052879290239","1.25430683802464","1.16722692861617","710","2020-01-27","2020-02-25","30"
"global_75","Shanghai","China","31.202","121.4491","9.86666666666667","-0.859306711781115","-0.116470529498877","Inf","1.001001001001","1.03103103103103","1.01101101101101","-0.104657437594402","0.555528763418743","0.359879526259589","0.476357666114036","0.96449809652881","1.00240380678065","0.975372840080932","296","2020-01-27","2020-02-25","30"
"global_76","Shanxi","China","37.5777","112.2922","2.86666666666667","-1.10979664505898","-0.157770664171847","Inf","0.870870870870871","0.880880880880881","0.870870870870871","-0.195479006889148","0.316294449350083","0.095727976903414","0.206637495809099","0.780302619919124","0.793770024323692","0.783605925286078","86","2020-02-02","2020-03-02","30"
"global_77","Sichuan","China","30.6171","102.7103","16.1666666666667","-0.70590872709982","-0.0911926270344663","Inf","1.001001001001","1.06106106106106","1.02102102102102","-0.0652376250841968","0.698322201862262","0.555146750675786","0.644559168819175","0.974391712575945","1.04492495788838","0.998137152753812","485","2020-01-27","2020-02-25","30"
"global_78","Tianjin","China","39.3054","117.323","2.93333333333333","-0.650687688794888","-0.0860150661536768","Inf","0.940940940940941","0.970970970970971","0.950950950950951","-0.121595576379001","0.502088437273037","0.291979718869065","0.414114300632499","0.867647789457619","0.897677074343089","0.87583581993314","88","2020-02-03","2020-03-03","30"
"global_79","Tibet","China","31.6927","88.0924","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"global_80","Xinjiang","China","41.1129","85.2401","0.9","-0.63740852183397","-0.187915579000975","Inf","1.3013013013013","1.95195195195195","1.62162162162162","-0.310794401023184","0.143040570918503","0.00744755667919843","0.0493829669899627","0.777778097959032","0.781465456536454","0.777902238845119","27","2020-02-11","2020-03-11","30"
"global_81","Yunnan","China","24.974","101.487","4.33333333333333","-0.712999218059614","-0.0967055204951717","Inf","1.03103103103103","1.06106106106106","1.04104104104104","-0.126004332839541","0.488902519272392","0.275817193371822","0.398862228380395","0.91765006439351","0.952958392096469","0.928146817227405","130","2020-01-29","2020-02-27","30"
"global_82","Zhejiang","China","29.1832","120.0934","38.7333333333333","-0.909675715314501","-0.12868553192764","Inf","1.04104104104104","0","0","-0.0817754348667604","0.635125451484289","0.466725452361764","0.56991558987465","1.00980783390606","1.05123124858787","1.01946506483636","1162","2020-01-25","2020-02-23","30"
"global_83","","Colombia","4.5709","-74.2973","70.2272727272727","0.791508859220049","0.0990458737094562","6.99824389043447","1.25125125125125","1.6016016016016","1.41141141141141","0.075913126738796","1.47587279186354","1.72081679056142","1.54599730072673","1.47509288078395","1.86536857605629","1.58718352612229","1545","2020-03-16","2020-04-06","22"
"global_84","","Congo (Brazzaville)","-4.0383","21.7587","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"global_85","","Congo (Kinshasa)","-4.0383","21.7587","9.41666666666667","0.543175981237574","0.0706696906025432","9.80826680646315","1.27127127127127","1.85185185185185","1.55155155155155","0.0398826594704392","1.23142922979887","1.35062212423518","1.26823620132217","1.66728378822336","2.38259796231377","1.87067500822825","113","2020-03-26","2020-04-06","12"
"global_86","","Costa Rica","9.7489","-83.7534","21.3","0.108460249230749","0.00103669795900536","668.610538430087","1.17117117117117","1.42142142142142","1.27127127127127","-0.00176501256703463","0.990637311112221","0.985888886158762","0.989049183171943","1.242672866287","1.51594768697707","1.32711451919118","426","2020-03-18","2020-04-06","20"
"global_87","","Cote d'Ivoire","7.54","-5.5471","21.2857142857143","-0.00457619198123303","0.039841722267366","17.3975205165189","1.26126126126126","1.63163163163163","1.42142142142142","0.0396455438703597","1.22993607104584","1.34835571257249","1.26652159120066","1.48526411924582","1.92251913564304","1.61469790605648","298","2020-03-24","2020-04-06","14"
"global_88","","Croatia","45.1","15.2","53.3181818181818","0.720158864036739","0.069221823213036","10.013419878103","1.16116116116116","1.43143143143143","1.28128128128128","0.0394930080751753","1.22897629682465","1.34689889855846","1.26541935840643","1.29515096563331","1.61297763444701","1.39519594302041","1173","2020-03-16","2020-04-06","22"
"global_89","","Diamond Princess","0","0","23.5333333333333","-0.321993876460768","-0.0875022533281372","Inf","0.910910910910911","0.940940940940941","0.920920920920921","-0.0850012026813718","0.623365949612924","0.450585517957054","0.55605130889407","0.914549751401311","0.949297555758301","0.92215410171146","706","2020-02-07","2020-03-07","30"
"global_90","","Cuba","22","-80","23.2307692307692","0.459167715007297","0.0782368730805397","8.85959718566968","1.39139139139139","1.94194194194194","1.64164164164164","0.0592373383340763","1.35832092587968","1.5430736615834","1.4131535229524","1.7198028901199","2.36791595792122","1.90598812418273","302","2020-03-25","2020-04-06","13"
"global_91","","Cyprus","35.1264","33.4299","21.8947368421053","0.31936003233562","0.0556981510390966","12.4447071873786","1.19119119119119","1.58158158158158","1.38138138138138","0.0661027836590274","1.40577232183539","1.61490399128871","1.46694044926909","1.45512325593426","1.88276609540151","1.57671008923802","416","2020-03-19","2020-04-06","19"
"global_92","","Czechia","49.8175","15.473","177.074074074074","0.959489420249109","0.0923302097739611","7.507263140167","0","0","0","0.0608022932691684","1.36902258947071","1.55928195904297","1.42530331691018","1.32116002480095","1.61134181773757","1.40921120659894","4781","2020-03-11","2020-04-06","27"
"global_93","Faroe Islands","Denmark","61.8926","-6.9118","6.8","-0.649691663244309","-0.10257165440639","Inf","1.07107107107107","1.21121121121121","1.11111111111111","-0.101448440953415","0.566165906609264","0.373801686405043","0.48881322019391","0.997496684403446","1.15687504960028","1.04993267277006","136","2020-03-18","2020-04-06","20"
"global_94","Greenland","Denmark","71.7069","-42.6043","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"global_95","","Denmark","56.2639","9.5018","160.206896551724","0.396300983283703","0.0549962624472303","12.6035324895947","0","0","0","0.0531300478757488","1.3171974151047","1.48075001046955","1.3663607132973","1.43807277018266","1.69699213195612","1.51023805416461","4646","2020-03-09","2020-04-06","29"
"global_96","","Djibouti","11.8251","42.5903","13.6666666666667","3.13050672672612","1.71699360224257","0.4036981731642","7.51751751751752","10","8.52852852852853","1.44622361939398","89.9284080081017","86.4475258630615","62.9740040067745","63.2141648316306","53.3778164005732","38.8040027800853","41","2020-04-04","2020-04-06","3"
"global_97","","Dominican Republic","18.7357","-70.1627","99.6666666666667","0.48847703875275","0.0700385509186939","9.89665222178288","1.26126126126126","1.63163163163163","1.42142142142142","0.0514601041001127","1.30612867452668","1.46396563734306","1.35373771345494","1.44804668732446","1.87828751854172","1.58095715617079","1794","2020-03-20","2020-04-06","18"
"global_98","","Ecuador","-1.8312","-78.1834","176.666666666667","0.517829485996128","0.0482699099600159","14.3598192152028","0","0","0","0.0389256055321375","1.22541142052154","1.341487828411","1.26132457076361","1.34985650975955","1.68322275645732","1.44809758119501","3710","2020-03-17","2020-04-06","21"
