"sample.id","Province/State","Country/Region","Lat","Long","nb.cases.per.day","power.law.exponent","growth.rate.incidence.package","doubling.time","earlyR0.nishiura","earlyR0.wang","earlyR0.du","growth.rate.R0.package","R0.EG.nishiura","R0.EG.wang","R0.EG.du","R0.ML.nishiura","R0.ML.wang","R0.ML.du","total.nb.cases","first.date","end.date","observational.period"
"global_67","Jiangxi","China","27.614","115.7221","48.1333333333333","0.327739072970886","0.038858244801457","17.8378406976827","1.3013013013013","1.76176176176176","1.51151151151151","0.0437177492239936","1.25578278213408","1.38758462365007","1.29617114746575","1.5146813753627","2.04365577012683","1.67155533791353","722","2020-01-26","2020-02-09","15"
"global_68","Jilin","China","43.6661","126.1923","4.4","-0.934595828026535","-0.185347014483579","Inf","1.1011011011011","1.32132132132132","1.17117117117117","-0.187242588653245","0.333591726708573","0.110425621663049","0.224976303050141","0.97628412750925","1.21389099724178","1.05637683771717","66","2020-02-03","2020-02-17","15"
"global_69","Liaoning","China","41.2956","122.6085","5.6","-0.280046640884721","-0.0691616556395324","Inf","1.1011011011011","1.41141141141141","1.23123123123123","-0.0561401012712534","0.735233271825433","0.607893713905991","0.688207219276904","1.15898629089324","1.52117540570559","1.27971437930923","84","2020-01-28","2020-02-11","15"
"global_70","Macau","China","22.1667","113.55","1.46153846153846","-0.322538076348688","-0.0658585994704036","Inf","0.910910910910911","1.19119119119119","1.02102102102102","-0.184939360383598","0.338569003915492","0.114822260354412","0.230305955776006","0.891619347269379","1.16691311244968","0.984716245820934","19","2020-03-25","2020-04-06","13"
"global_71","Ningxia","China","37.2692","106.1655","2.8","0.0970814443704984","0.0166670790407793","41.5878018496236","1.14114114114114","1.52152152152152","1.32132132132132","-0.0217221832704763","0.889636469866596","0.834477359202805","0.87050071697435","1.25930264453985","1.66339263492038","1.38026567420645","42","2020-02-03","2020-02-17","15"
"global_72","Qinghai","China","35.7452","95.9956","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"global_73","Shaanxi","China","35.1917","108.8701","12.7333333333333","-0.0574966058514886","-0.0206204292074383","Inf","1.18118118118118","1.54154154154154","1.33133133133133","-0.015158953720016","0.921881553060653","0.882627464618396","0.90842555961805","1.2902473441871","1.70003144188548","1.41936457642695","191","2020-01-27","2020-02-10","15"
"global_74","Shandong","China","36.3427","118.1498","27.8","0.131702727176966","0.0232031156551076","29.8730218330556","1.33133133133133","1.74174174174174","1.51151151151151","0.023558869248937","1.1319872099934","1.19970773837523","1.15358001787755","1.49894086879829","1.9445306733405","1.62314574295976","417","2020-01-26","2020-02-09","15"
"global_75","Shanghai","China","31.202","121.4491","17.7333333333333","0.180107205449587","0.0165546915452202","41.8701356450267","1.19119119119119","1.58158158158158","1.36136136136136","0.0114852944830012","1.06269253452959","1.09471087434202","1.07313936021868","1.37420373319711","1.8352885748125","1.51767525167497","266","2020-01-25","2020-02-08","15"
"global_76","Shanxi","China","37.5777","112.2922","6.6","-0.179589665597156","-0.0605239005046869","Inf","1.04104104104104","1.32132132132132","1.16116116116116","-0.0861943978889506","0.619061937302802","0.44470599981179","0.550979765182471","1.10035290891775","1.43809454599568","1.21530352460729","99","2020-01-30","2020-02-13","15"
"global_77","Sichuan","China","30.6171","102.7103","23.8666666666667","0.0489506323990526","-0.00246835407537912","Inf","1.25125125125125","1.63163163163163","1.41141141141141","-0.00538765999552766","0.971643363240465","0.957294605985756","0.966812139053348","1.35659791973733","1.78519308673097","1.49224216303052","358","2020-01-26","2020-02-09","15"
"global_78","Tianjin","China","39.3054","117.323","6.13333333333333","0.224990526508218","0.033120980618306","20.9277372716689","1.24124124124124","1.6016016016016","1.39139139139139","0.0128184855750788","1.07017126527678","1.1060302800244","1.08184179032835","1.44353276764845","1.88061923266592","1.57454632239395","92","2020-01-30","2020-02-13","15"
"global_79","Tibet","China","31.6927","88.0924","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
"global_80","Xinjiang","China","41.1129","85.2401","3.13333333333333","-0.176828347930753","-0.0506076519406275","Inf","1.22122122122122","1.63163163163163","1.4014014014014","-0.0482913028781671","0.76834979233651","0.655776788503802","0.727366955010253","1.19936116772908","1.57898004819066","1.32269203810647","47","2020-02-05","2020-02-19","15"
"global_81","Yunnan","China","24.974","101.487","8.46666666666667","-0.562706752187925","-0.102637102560931","Inf","1.06106106106106","1.29129129129129","1.14114114114114","-0.116491475803613","0.517721928614871","0.311463150314858","0.432257340021274","1.03726642108979","1.30793208026787","1.12859966684306","127","2020-01-28","2020-02-11","15"
"global_82","Zhejiang","China","29.1832","120.0934","65.2666666666667","0.590884870073724","0.0788575577556313","8.78986365147033","1.26126126126126","1.71171171171171","1.46146146146146","0.0439283152655665","1.25713105343217","1.3896307499295","1.29771601098441","1.48817447425789","2.03503696355297","1.65863040135997","979","2020-01-24","2020-02-07","15"
"global_83","","Colombia","4.5709","-74.2973","45.3333333333333","0.747565756004889","0.133398701294518","5.19605643708338","1.46146146146146","2.04204204204204","1.74174174174174","0.115927162235003","1.7912780425481","2.19330701863713","1.89588657599657","1.84778754104291","2.54062121951288","2.04307913551704","680","2020-03-15","2020-03-29","15"
"global_84","","Congo (Brazzaville)","-4.0383","21.7587","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","23","2020-04-05","2020-04-06","2"
"global_85","","Congo (Kinshasa)","-4.0383","21.7587","8.73333333333333","0.532942601178501","0.121885985020191","5.6868489059273","1.29129129129129","1.77177177177177","1.52152152152152","0.0571240974425904","1.34397649526073","1.52134115288023","1.39685040470841","1.58027679394771","2.0972690865411","1.71192431815214","131","2020-03-22","2020-04-05","15"
"global_86","","Costa Rica","9.7489","-83.7534","20.2","0.516518560119813","0.0757684687327886","9.14822738472458","1.29129129129129","1.76176176176176","1.51151151151151","0.0581900622436546","1.35119686858188","1.53228134383833","1.40505922102979","1.5840240017864","2.12686762594558","1.73540985523168","303","2020-03-16","2020-03-30","15"
"global_87","","Cote d'Ivoire","7.54","-5.5471","21.2857142857143","-0.00457619198123303","0.039841722267366","17.3975205165189","1.26126126126126","1.63163163163163","1.42142142142142","0.0396455438703597","1.22993607104584","1.34835571257249","1.26652159120066","1.48526411924582","1.92251913564304","1.61469790605648","298","2020-03-24","2020-04-06","14"
"global_88","","Croatia","45.1","15.2","37.8","0.982047267663629","0.189807117887332","3.65185030084799","1.54154154154154","2.22222222222222","1.88188188188188","0.164507709335387","2.24371819191397","2.85689169065208","2.38237833048907","2.14882008126092","2.95345414357941","2.34015430206603","567","2020-03-13","2020-03-27","15"
"global_89","","Diamond Princess","0","0","42.2666666666667","0.297713908773533","0.0632504888956493","10.9587639979115","1.13113113113113","1.56156156156156","1.34134134134134","0.0445211084298474","1.26093300966325","1.39540042424391","1.302071380125","1.4455863403193","1.92315021124071","1.56556841839615","634","2020-02-07","2020-02-21","15"
"global_90","","Cuba","22","-80","19.9333333333333","0.538608483353967","0.0991377623611065","6.9917573692573","1.33133133133133","1.82182182182182","1.56156156156156","0.0815215227932881","1.51718660937338","1.78310494946864","1.59236561905192","1.65357442516163","2.23763403966065","1.82126095821058","299","2020-03-22","2020-04-05","15"
"global_91","","Cyprus","35.1264","33.4299","13.6","0.367487785684062","0.0681081106262865","10.1771606081292","1.47147147147147","1.95195195195195","1.68168168168168","0.0745178521033758","1.46573567612551","1.70551759682721","1.53459465949644","1.73482962663649","2.27035071800492","1.87617000136653","204","2020-03-16","2020-03-30","15"
"global_92","","Czechia","49.8175","15.473","73.4","1.18987060111725","0.221888942297972","3.12384733273065","1.61161161161161","2.34234234234234","1.97197197197197","0.187397305593136","2.48593292550619","3.204905412088","2.63614247769503","2.39722906738734","3.23006466806818","2.54392815197864","1101","2020-03-08","2020-03-22","15"
"global_93","Faroe Islands","Denmark","61.8926","-6.9118","10.0666666666667","-0.684763547657763","-0.121318086824493","Inf","0.990990990990991","1.22122122122122","1.08108108108108","-0.108473165024501","0.54309643176","0.343768137460371","0.461824607778389","1.00267195899456","1.25679661021247","1.08261288809329","151","2020-03-17","2020-03-31","15"
"global_94","Greenland","Denmark","71.7069","-42.6043","0","0","-Inf","Inf","0","0","0","-Inf","0","0","0","0","0","0","0",NA,NA,NA
